left_dataset,right_dataset,confidence_score
14819,18743,0.81
15509,41814,0.84
15999,43345,0.89
16504,68723,0.87
16504,71251,0.87
16964,49450,0.81
18062,52063,1.0
19692,6186,0.86
19864,68336,1.0
20081,83476,0.85
20086,49450,0.81
20287,49450,0.81
20906,68336,1.0
21436,41062,0.89
21932,41062,0.89
21946,55574,1.0
22613,49450,0.81
24582,83476,0.85
24824,17510,0.97
25142,6169,0.9
25515,53740,1.0
26456,49450,0.81
26465,45635,0.88
26522,49450,0.81
27278,51429,0.93
28019,2212,0.83
28154,70130,1.0
69380,20023,1.0
73259,44930,0.89
73446,26689,0.92
81029,9618,1.0
83626,29583,1.0
85213,58441,1.0
86947,61279,1.0
86947,72433,0.89
87281,84439,0.94
88290,11208,0.84
88357,11292,1.0
88483,27427,1.0
88825,14220,1.0
88876,48073,0.82
88883,50378,1.0
88884,50378,1.0
89023,52219,1.0
89779,69138,1.0
89866,65981,0.9
90059,65981,0.9
91227,28522,1.0
91620,28522,1.0
93629,69896,0.88
94307,51375,1.0
94491,69137,1.0
94492,69137,1.0
94689,51375,1.0
95471,83780,1.0
95995,2309,0.81
97215,40934,0.9
97230,49655,1.0
97474,81010,0.88
97515,36691,0.89
97515,81010,0.84
98315,56085,1.0
98407,38040,1.0
28632,73561,0.92
28825,87868,1.0
29376,38697,1.0
32123,19764,1.0
32695,4951,1.0
33889,65441,0.8
34664,5765,1.0
38321,88739,1.0
38354,88739,1.0
40038,35336,0.83
40668,59931,1.0
41780,75063,0.89
42424,68308,0.91
42885,38493,1.0
43672,31075,1.0
43707,20859,1.0
43780,81619,1.0
43954,66563,1.0
44015,72092,0.96
44073,4997,1.0
44074,4997,1.0
44409,38493,0.81
45720,83993,0.87
45725,20859,1.0
46306,8372,0.82
46589,24691,0.89
46657,24691,1.0
47019,77958,0.81
47098,17043,0.91
47662,57462,1.0
48618,23363,0.87
49520,3363,0.98
49750,54769,0.82
49753,80708,0.84
49894,12568,0.83
50394,33740,0.86
50423,19791,1.0
50529,2188,0.92
50725,5211,0.83
51726,84808,1.0
51768,7937,0.88
51984,69345,1.0
52298,5211,0.83
52577,56161,1.0
53432,35030,0.95
53716,66550,1.0
53883,41238,1.0
53900,29490,1.0
54231,66550,1.0
54304,77962,0.83
54306,77962,0.83
54321,64355,0.87
28578,92221,1.0
28603,60546,0.88
28679,73312,0.85
28750,19473,1.0
28848,29202,0.83
28848,91015,0.83
28898,7007,0.93
29088,19288,0.91
29179,19288,0.91
29187,6713,1.0
29472,2062,0.9
29894,65959,1.0
29916,26450,0.88
29964,80632,0.82
30012,47286,1.0
30059,27763,0.8
30182,27763,0.8
30338,23128,1.0
30342,16943,0.85
30595,20832,1.0
30617,39100,0.86
30682,56591,0.88
30686,13081,0.89
30686,15985,1.0
30691,58924,1.0
31086,77097,0.82
31123,81045,1.0
31149,36761,1.0
31316,49008,1.0
31347,84343,1.0
31373,59220,1.0
31398,17963,0.8
31407,90348,1.0
31440,88298,1.0
31524,49591,0.8
31556,78308,1.0
31645,3183,1.0
31703,35344,0.8
31714,20832,1.0
31807,4536,0.88
31820,67075,1.0
31996,13081,0.89
31996,15985,0.93
32046,39100,0.86
32121,4536,0.88
32170,36761,0.9
32258,58692,0.9
32308,24354,0.82
32412,77321,0.83
32465,81045,0.86
32474,28339,1.0
32633,75229,1.0
32729,29202,0.83
32729,63786,1.0
32729,91015,0.83
32769,82144,1.0
32887,5607,0.86
32888,72085,1.0
33016,21898,1.0
33100,56591,0.82
33204,29692,1.0
33214,29692,1.0
33238,9414,1.0
33452,90061,0.84
33831,75540,1.0
33835,55673,1.0
33925,47118,1.0
33947,55673,0.95
33956,15376,1.0
34126,13813,1.0
34299,35898,0.82
34592,25305,0.84
34592,79940,1.0
34663,5362,0.8
34676,29202,1.0
34731,77796,1.0
34987,28648,0.89
35020,15376,1.0
35234,6694,0.88
35405,55673,0.8
35464,81509,1.0
36098,6694,1.0
36107,81509,1.0
36312,62078,0.86
36316,20038,0.8
36791,59971,1.0
36935,49726,1.0
36992,80004,0.83
37357,44859,0.87
37574,14239,0.9
37695,85263,0.9
37700,80004,0.83
38051,58692,1.0
38170,72052,0.9
38488,30686,0.84
38641,93051,1.0
38668,76020,0.83
38676,70425,0.8
38808,55812,1.0
38837,55812,0.95
38896,44202,1.0
87,84496,0.82
656,84496,0.82
1085,80828,1.0
1143,80828,1.0
2666,9979,0.84
2682,21529,0.94
2746,71802,1.0
2921,59659,0.92
3654,3814,0.84
4182,68741,1.0
4775,22758,0.91
5320,11015,1.0
5470,59237,0.91
5689,77266,1.0
5898,22342,0.84
5979,8319,0.84
6612,44733,0.91
7059,2820,1.0
8505,10804,0.86
8505,72666,0.86
8893,9104,1.0
9177,78805,0.81
10253,62956,0.87
10573,49341,1.0
10585,44733,0.91
10633,15207,1.0
10956,22833,1.0
11409,85271,1.0
11481,20025,1.0
12120,38220,1.0
12153,26044,0.83
12554,57766,1.0
14038,76223,1.0
14525,13513,0.82
14582,17934,0.8
14582,34479,0.8
14876,44174,0.82
14946,74008,1.0
15031,26044,0.83
15051,91951,0.93
15184,15932,0.9
15389,57538,1.0
16467,59864,0.8
16468,59864,0.8
17438,76223,0.92
17486,55612,1.0
17777,57538,1.0
19008,85825,1.0
19768,74950,0.89
20544,74849,1.0
20556,84496,1.0
20859,33644,1.0
20901,37023,0.94
22380,78799,0.88
22678,768,0.94
23077,87493,0.85
23824,17934,0.8
23824,34479,1.0
23831,195,1.0
24130,82461,1.0
24615,37242,0.84
24645,33898,1.0
25236,92521,1.0
25567,69522,0.92
25798,17934,0.8
25798,34479,0.8
25824,42075,1.0
26964,57338,1.0
27450,58706,1.0
39358,58617,0.91
51559,22414,1.0
86908,79625,1.0
87065,59868,1.0
87066,59868,1.0
87071,86288,1.0
87129,75096,0.95
87354,1493,0.89
87376,38787,0.83
87377,38787,0.83
87510,93476,1.0
87520,47705,1.0
87561,27672,1.0
87563,27672,1.0
87736,90296,1.0
87775,18713,0.91
87921,79088,0.84
88415,63748,1.0
88469,47705,1.0
88543,60719,1.0
89074,2508,1.0
89233,19065,0.97
89314,45517,1.0
89431,45517,1.0
89713,33253,0.95
89936,14467,1.0
89938,14467,1.0
90023,3261,1.0
90137,39453,1.0
90150,82425,1.0
90258,22969,0.8
90273,57809,1.0
90406,83065,0.85
90430,6550,1.0
90744,84683,1.0
91231,60843,0.92
91232,60843,0.92
91318,25619,0.8
91577,14560,0.82
91845,57809,1.0
91909,24935,1.0
92027,82417,1.0
92158,76155,1.0
92206,80462,1.0
92258,4090,0.84
92305,83065,0.85
92307,82534,0.88
92489,83771,0.82
92835,94088,1.0
92836,94088,1.0
92981,77619,0.83
93113,51724,1.0
93159,36014,0.83
93227,4729,0.8
93345,14560,0.82
93394,6052,0.92
93537,35394,0.87
93613,85043,0.88
93801,13820,1.0
93995,27825,1.0
94023,77697,1.0
94026,80515,0.81
94030,80515,1.0
94207,82417,0.89
94253,49138,1.0
94370,19343,1.0
94630,93945,1.0
94650,23793,0.87
94840,7060,1.0
94859,59578,1.0
95107,7060,1.0
95215,77492,1.0
95378,62958,0.81
95401,49709,0.81
95607,53815,0.88
95777,88362,1.0
95899,72180,0.97
96047,72180,0.98
96115,11092,1.0
96115,14248,0.82
96172,93945,0.89
96238,10478,1.0
96301,43978,0.85
96306,43978,0.88
96513,45930,1.0
96605,17503,0.9
96614,2742,1.0
96806,88362,0.88
96978,36165,0.8
97070,2087,0.84
97073,11092,1.0
97073,14248,0.82
97344,70929,1.0
97345,70929,1.0
97360,2742,1.0
97545,24502,1.0
97847,47038,1.0
97967,89597,0.92
98357,51776,1.0
54980,60286,1.0
54981,60286,1.0
55047,42426,1.0
55572,17815,0.91
55580,5112,0.81
57319,94037,1.0
57342,19500,0.97
58746,49120,0.88
58825,89593,0.92
59480,19500,0.88
59540,77330,0.83
59793,42426,0.83
60407,17815,1.0
61781,21904,0.82
63122,77330,0.83
63695,72774,0.9
64719,37292,1.0
65241,34620,1.0
65689,17200,0.93
65704,17200,1.0
65813,21904,0.82
65980,20685,1.0
65981,37292,1.0
67413,58193,0.94
68028,49562,0.84
68122,41152,1.0
68143,41152,0.85
69022,67159,1.0
69078,58193,1.0
69899,33779,0.86
69904,28288,0.89
69942,28510,0.95
70084,28510,1.0
70172,79684,1.0
70274,51052,1.0
71119,70881,1.0
71589,9219,0.89
72241,49562,0.89
73656,3975,0.81
73656,12293,0.81
73656,14610,0.81
73656,15456,0.81
73656,32982,0.81
73656,34093,0.81
73656,40592,0.81
73656,48969,0.81
73656,54811,0.81
73656,62111,1.0
73656,85948,0.81
73656,88063,0.81
73656,92710,0.81
73656,93278,0.81
74074,62111,1.0
74391,35689,1.0
74993,6534,1.0
75179,66433,0.93
76017,13717,0.88
76144,62111,1.0
77293,45108,0.84
77324,45108,0.84
77600,62204,0.83
78063,50904,1.0
78549,90385,0.9
78550,90385,1.0
78663,3975,0.81
78663,12293,0.81
78663,14610,0.81
78663,15456,0.81
78663,32982,0.81
78663,34093,0.81
78663,40592,0.81
78663,48969,0.81
78663,54811,0.81
78663,58319,0.81
78663,62111,1.0
78663,76809,0.82
78663,85948,0.81
78663,88063,0.81
78663,92710,0.81
78663,93278,0.81
78779,35689,1.0
79230,25707,0.91
79463,36809,1.0
79931,12263,0.85
79938,12263,1.0
80196,39139,1.0
80203,68441,0.82
80888,36997,1.0
81178,20633,0.86
81363,20633,1.0
81489,91341,1.0
81519,55345,0.8
81528,55345,0.8
81647,36997,1.0
82759,91447,1.0
83106,5047,1.0
83110,84903,0.84
83486,28171,0.84
83490,28171,0.94
83641,944,0.93
83884,10881,1.0
84079,7623,1.0
84614,944,0.95
84798,22584,1.0
84921,7623,0.85
85423,55151,1.0
85466,55151,0.86
28375,72199,1.0
28546,72199,0.95
29395,57609,1.0
29536,90823,0.93
30606,77107,1.0
32479,2781,0.8
34348,47524,1.0
35394,75614,1.0
37741,31342,0.91
87316,11224,1.0
87612,43188,1.0
87827,33714,0.85
89221,33714,0.85
89336,76610,0.91
89486,11601,0.8
90758,49173,1.0
91496,511,0.89
91501,511,1.0
93002,11601,0.8
28860,64414,1.0
30155,87574,1.0
31354,87574,0.86
32761,20035,0.89
35427,70542,1.0
35548,70542,1.0
35577,62488,1.0
126,18238,1.0
479,39758,1.0
555,45599,0.81
738,18906,0.8
822,83130,1.0
886,18435,1.0
1923,18238,0.86
2687,91435,1.0
2688,91435,0.91
2902,23507,0.82
3506,85119,0.92
4054,56060,0.92
4167,56060,0.92
4185,31877,1.0
4214,18674,0.93
4217,37175,1.0
4232,53572,1.0
4233,53572,1.0
4449,18906,0.93
4702,28732,1.0
4872,35824,0.93
7323,55440,0.88
7591,22583,0.82
8055,74726,1.0
8833,80186,0.91
9275,73632,1.0
9355,23507,0.82
9437,18906,0.83
9508,80186,1.0
10244,63967,1.0
10248,63967,0.83
10354,37175,0.88
11561,74726,1.0
12150,23508,1.0
12571,47464,0.94
13573,26860,0.91
14680,18906,0.8
14709,61079,1.0
14985,10859,1.0
16033,73248,1.0
17318,76039,1.0
17862,73248,1.0
17877,26244,0.85
18860,18222,0.95
20183,77284,1.0
21283,55440,1.0
21370,85234,1.0
21605,16454,0.91
21826,16454,1.0
21993,37147,1.0
22076,17805,1.0
22147,85234,0.94
22543,6514,0.87
22840,65386,0.86
23219,78833,1.0
23504,43681,0.84
26436,2220,1.0
26437,2220,1.0
27854,44968,1.0
28880,23271,1.0
28950,26262,1.0
29161,50935,1.0
29188,22536,0.86
29199,26262,1.0
29924,40088,1.0
30032,23271,1.0
30133,40088,1.0
30380,88041,1.0
30620,22536,1.0
31269,67021,0.96
31278,67021,1.0
31392,66621,0.81
31803,43090,0.9
32190,66621,0.82
32571,4625,1.0
32625,50267,1.0
32648,51195,1.0
33533,46038,0.88
33534,46038,0.88
35165,49283,0.8
35165,66898,1.0
36478,67834,0.83
36570,8605,1.0
36575,89086,1.0
36576,89086,1.0
36665,8605,1.0
37124,24195,1.0
37449,20209,1.0
38700,11905,1.0
38700,51917,0.83
55350,35180,1.0
57086,6321,1.0
60614,1090,0.8
60827,6321,1.0
61605,75452,1.0
61606,75452,1.0
65183,61980,0.89
75058,45577,1.0
75896,23461,1.0
75907,23461,1.0
86437,26370,0.86
86438,26370,0.86
72766,48385,0.86
72766,49264,0.96
74042,70779,1.0
79060,26323,1.0
80843,9571,0.91
80847,9571,0.97
81034,1391,1.0
81335,32706,1.0
81611,90498,1.0
83278,39148,1.0
83668,90498,1.0
83804,22644,0.82
84056,86394,0.95
85511,86031,1.0
86082,85210,1.0
86246,86031,1.0
783,88533,1.0
1097,87445,0.96
5100,38575,1.0
10722,17192,1.0
13366,83491,1.0
14099,81703,0.92
23779,17428,1.0
25547,17428,1.0
27129,31962,1.0
29893,88750,1.0
30571,28958,0.88
30768,93835,1.0
33320,14623,1.0
37041,23293,1.0
37512,23293,1.0
56979,84247,1.0
56981,84247,0.9
58424,82624,1.0
60516,13775,1.0
64439,10002,1.0
64440,10002,1.0
69658,90122,1.0
70341,79965,1.0
70788,90122,1.0
74337,71139,1.0
75901,27556,0.92
76756,86239,0.92
78436,71139,0.88
81435,86239,1.0
84809,87239,1.0
28563,52494,1.0
28803,82968,1.0
29555,69124,0.82
29684,20884,1.0
29994,19102,0.84
29995,19102,0.84
29999,52494,1.0
30045,37122,0.95
30125,33844,1.0
30222,80789,0.86
30246,11389,1.0
30247,91847,1.0
30374,73626,0.83
30421,42364,1.0
30481,3140,1.0
30563,87386,0.85
30569,87386,0.85
31009,37087,1.0
31010,37087,0.97
31177,8581,0.92
31349,8454,1.0
31405,6719,1.0
31430,72638,0.87
31764,6719,1.0
31809,11389,1.0
32054,29486,1.0
32064,75590,0.95
32065,75590,0.95
32294,15334,0.9
32314,72638,0.87
32468,16255,0.93
32472,29486,1.0
32480,80738,0.93
32606,8581,0.96
32698,3140,0.96
32912,63720,0.95
32981,9280,1.0
34213,2524,0.87
34351,72880,0.85
34887,57981,0.88
35009,83383,0.88
35010,83383,1.0
35070,28128,1.0
35416,41498,1.0
36460,47855,1.0
36555,79226,1.0
36680,24282,1.0
36680,53328,0.85
36917,18128,1.0
37078,54654,0.93
37493,62438,1.0
37767,54654,1.0
37799,72880,0.85
38108,57981,1.0
38303,48698,1.0
38374,27177,1.0
38710,35136,0.93
38727,62438,1.0
38871,84891,1.0
38884,47838,1.0
29155,88284,1.0
34833,18220,0.8
36420,25358,1.0
54629,32252,1.0
54765,9772,1.0
54921,94265,0.8
54922,94265,1.0
55105,25731,1.0
55246,74949,0.81
55436,63267,1.0
55437,63267,0.93
55525,66614,1.0
55563,4702,1.0
55852,17275,0.89
55854,17275,1.0
55854,40124,0.81
56196,32155,1.0
56550,52896,0.89
57262,4702,1.0
57658,84916,0.8
57680,32155,0.81
58154,53845,0.85
58154,90461,1.0
58423,39501,0.94
58651,51397,0.84
58685,71540,0.89
58686,71540,0.89
58839,17693,0.93
59329,91538,0.89
59697,92106,1.0
59845,9629,0.8
60008,67485,0.93
60068,73696,1.0
60177,60495,0.93
60400,28895,1.0
60791,29072,0.82
61854,51397,1.0
62069,21111,0.9
62294,2639,0.89
62462,17362,0.88
62962,60970,0.89
63382,3259,0.94
63895,93126,1.0
64289,85203,0.85
64583,3361,0.91
64649,12809,0.86
64669,8076,0.83
65049,85203,1.0
65087,60970,0.89
65661,11386,1.0
65697,8076,0.83
65697,81733,1.0
65709,17362,0.88
65715,28563,0.86
65785,8076,0.83
66108,27218,0.81
66108,60600,0.8
66761,93796,0.83
67053,12809,1.0
67798,49976,0.81
68102,60600,0.8
68258,86986,1.0
68304,93796,0.83
69502,93515,1.0
70079,68752,1.0
70218,27129,0.94
70218,60600,0.8
70458,52917,1.0
70680,82938,0.83
70680,93796,1.0
70987,52917,1.0
71036,33688,0.94
71459,27218,0.81
71459,60600,0.8
71909,77434,1.0
71961,77434,0.94
71997,69057,0.89
72502,60600,0.8
72504,66762,1.0
72930,92499,0.88
73671,54040,0.86
73899,68752,1.0
74740,86132,0.89
74960,55339,0.8
75057,38851,0.82
75584,92279,1.0
75618,60949,0.96
76648,16979,1.0
76667,16979,0.94
76745,45010,1.0
77464,1882,1.0
77863,66762,1.0
79176,23632,0.92
79178,63148,1.0
79309,8147,1.0
79314,8147,0.86
79588,93950,1.0
79806,11554,1.0
79884,79583,1.0
80281,85849,1.0
80729,84028,0.93
81027,84028,0.89
81529,59607,1.0
81796,45443,0.88
82107,8076,0.83
82185,43110,0.85
83960,61462,0.89
85130,23632,1.0
85935,56558,1.0
86002,11465,0.83
86683,62863,0.97
86685,67252,1.0
54820,31866,0.85
54850,31866,1.0
54856,36431,1.0
54911,71043,0.85
55159,36431,1.0
55343,43794,0.93
56932,41031,0.94
57223,18405,0.83
57418,47565,0.86
57475,31829,0.9
57619,58644,1.0
58327,78433,1.0
58473,25192,1.0
58699,94170,0.86
60253,38353,0.94
60444,2207,1.0
61625,78433,0.92
61911,50012,1.0
62697,38353,0.92
63345,25192,1.0
63935,83059,1.0
64084,18405,0.83
64236,5727,0.91
65078,86088,0.93
65357,41841,1.0
66017,19694,1.0
66177,54597,1.0
66544,59298,0.82
66834,72039,1.0
67303,38093,0.8
67574,17708,1.0
67612,41092,1.0
68578,88590,0.84
68607,10978,0.82
68819,71870,0.85
68906,31512,1.0
69316,92001,1.0
69319,40297,0.92
69320,40297,1.0
69805,47782,1.0
70347,51793,1.0
70544,54597,0.92
71418,10978,0.82
72213,74750,1.0
72360,42588,0.9
72642,92815,1.0
73184,55018,0.9
73189,55018,0.9
73453,86677,1.0
73481,90728,1.0
73841,36915,1.0
74316,43596,1.0
75138,41092,0.92
75292,86677,1.0
75645,48983,1.0
75701,48986,0.91
76464,30110,1.0
76589,37560,1.0
77604,30110,1.0
77616,6476,1.0
78338,24567,1.0
78902,71905,0.94
78937,36915,1.0
79269,77311,1.0
79270,77311,0.8
80018,73649,1.0
80226,37560,1.0
80247,22601,1.0
80402,73649,1.0
80410,4921,0.86
80988,71905,1.0
81042,28919,1.0
81355,28669,1.0
82211,17707,1.0
82237,79169,1.0
82475,93017,0.93
82532,17707,1.0
82593,91664,1.0
83736,34237,1.0
83893,67627,1.0
83989,79169,1.0
84451,4037,1.0
84771,68620,0.86
85380,6085,1.0
85462,46893,1.0
85560,36216,1.0
85922,20643,1.0
86201,69440,0.88
86225,46893,0.87
86288,48381,1.0
86300,36216,0.88
86868,69440,0.88
28511,28871,1.0
28593,12253,1.0
29290,21341,1.0
29629,52621,1.0
31070,34244,1.0
31400,80901,0.84
31704,91838,1.0
31741,49180,0.82
31960,34244,0.8
31960,53588,1.0
32081,30796,1.0
32124,91838,1.0
32220,20565,1.0
32518,34244,0.8
32518,53588,1.0
32689,24101,0.94
32928,24101,1.0
33853,22094,1.0
34200,14456,1.0
34662,14456,0.96
35116,22094,0.86
38472,45514,1.0
54667,39931,0.81
54693,80220,1.0
55043,37643,0.89
55043,58087,0.89
55131,39931,0.81
55417,41324,0.88
55450,12203,0.86
55537,14782,0.83
55795,80044,0.95
55825,66501,1.0
56046,55086,1.0
56091,1208,1.0
56103,66814,0.85
56167,41324,0.88
56228,2919,1.0
56517,53098,0.92
56954,80220,0.88
56970,86446,1.0
57048,86446,0.87
57115,22196,1.0
57407,14851,1.0
57407,94046,0.92
57767,93478,0.85
57858,93478,1.0
57963,47701,0.88
58145,66501,1.0
58212,89278,0.83
58306,44799,1.0
58360,59093,0.91
58958,36331,0.92
59396,19166,1.0
59398,19166,1.0
59652,26580,1.0
60162,59093,0.91
60232,33290,1.0
60290,91826,1.0
60434,85410,0.87
60631,45830,1.0
60935,40793,0.83
61845,44799,0.9
61849,91826,1.0
61959,81431,0.88
62012,24242,0.9
62125,58291,0.84
62140,70336,0.86
62340,93349,1.0
62606,23568,0.88
62687,33580,0.88
62687,39777,1.0
62761,93516,0.8
63117,36331,1.0
63192,23378,0.86
63298,41732,1.0
63380,3788,0.85
63483,26580,1.0
63810,59532,0.89
63952,17723,0.84
64028,28620,1.0
64242,81945,1.0
64278,17723,0.84
64330,41021,1.0
64553,44118,1.0
64673,3788,0.85
65030,26031,0.88
65047,47811,1.0
65209,65044,1.0
65628,70336,0.86
65654,47555,1.0
65755,40793,0.83
65756,47811,1.0
67030,87601,1.0
67187,84152,0.8
67219,16439,1.0
67229,16439,0.93
67287,79894,1.0
67522,7800,1.0
67714,18056,0.86
67920,20975,0.92
68112,82812,1.0
68588,41021,1.0
69068,9563,0.84
69096,66171,1.0
69211,28777,0.87
69270,26031,0.88
69367,28777,1.0
69476,63803,0.92
69492,68732,0.88
69567,48944,1.0
69793,85625,1.0
70006,70966,0.86
70013,70966,0.86
70046,28620,0.86
70064,63803,1.0
70253,60100,1.0
70532,6850,1.0
70670,12626,1.0
70815,45274,1.0
70945,20930,0.93
70955,34973,0.85
71051,74266,0.88
71104,21306,0.88
71259,20930,0.88
71273,55544,1.0
72048,272,0.83
72048,1994,0.8
72048,12366,0.8
72048,38649,0.83
72048,40973,0.83
72048,62639,0.83
72048,75873,0.83
72048,84639,0.8
72048,91370,0.8
72048,93516,0.83
72086,80290,0.87
72210,40793,0.83
72401,47615,0.84
72538,25807,0.92
72556,82812,0.92
72611,34418,0.86
72814,9563,0.84
73025,15882,0.86
73232,22765,1.0
73618,83298,1.0
74212,10008,0.86
74213,10008,1.0
74431,19228,1.0
74578,27032,1.0
74774,28519,0.87
74803,12626,1.0
74921,79355,0.96
74970,79355,1.0
75035,20245,0.88
75052,30715,1.0
75554,6315,1.0
75935,34566,1.0
76604,9037,0.84
77294,57879,1.0
77826,73602,1.0
77913,75398,0.8
77916,45379,0.86
78423,57879,0.88
78577,26729,1.0
78598,7976,1.0
79052,72046,1.0
79117,52094,0.87
79160,15358,0.86
79161,15358,1.0
79363,59482,0.82
79427,715,1.0
79590,44669,1.0
79657,40793,0.83
79659,40793,0.83
80155,89999,0.9
80530,4201,0.92
80775,92161,1.0
80950,40994,0.84
81268,93434,0.94
81347,87957,0.97
81645,78814,0.86
81646,78814,0.89
81732,8452,1.0
81767,13151,0.97
82048,86539,1.0
82463,59241,0.97
82574,71849,1.0
82576,3237,0.89
82737,50329,1.0
82835,10632,1.0
82977,53406,0.86
83010,89999,0.87
83258,11055,1.0
83506,63347,0.94
83507,63347,1.0
83569,44669,0.86
83682,31730,0.8
83885,84038,1.0
83977,54295,0.92
84094,89736,0.81
84127,44678,1.0
84128,44678,1.0
84224,20221,0.84
84395,93434,1.0
84484,65700,1.0
84529,80290,1.0
84529,83865,0.83
84620,31730,1.0
84675,12366,0.92
84675,93516,0.8
84820,40531,1.0
84885,10632,0.96
85428,84152,0.8
85486,11692,1.0
85497,40793,1.0
85719,41623,0.88
85757,3688,0.86
85874,55306,0.86
86134,5729,1.0
86505,72823,0.87
86571,25495,0.92
86578,73702,0.91
86656,16662,1.0
86811,23838,1.0
40789,66931,0.92
45645,27997,1.0
48567,7695,0.82
52183,26143,1.0
51105,49626,0.83
51585,39137,1.0
51916,39137,1.0
52732,49626,1.0
54499,45570,0.89
63339,6237,0.87
63340,6237,0.87
74323,16376,0.96
84407,91543,1.0
74948,30565,1.0
28401,57485,1.0
28994,57485,1.0
29565,64696,0.8
29928,12544,1.0
30073,64696,1.0
30401,12544,1.0
30582,64696,1.0
31218,62242,0.89
31591,8280,1.0
31745,45341,0.96
31970,73055,1.0
31972,73055,1.0
32075,79195,0.9
32342,57641,0.83
32397,80666,1.0
32560,39570,1.0
32615,80666,1.0
33002,72917,1.0
33031,72917,0.87
35105,2040,1.0
35210,12278,0.89
36838,49668,1.0
37939,81424,1.0
406,43076,0.94
847,53159,0.92
1403,40959,1.0
2636,28728,0.92
5978,65800,1.0
6289,3706,0.88
6547,53802,1.0
8369,81925,0.94
8591,752,0.82
10479,3706,1.0
12508,28628,0.89
12655,51619,0.86
12952,28628,0.89
15202,15719,0.84
17525,14753,1.0
19453,87850,0.95
20874,50447,0.94
26401,87850,1.0
39264,93507,0.81
39834,61523,1.0
39834,91188,0.83
40850,28953,0.9
41006,41752,1.0
41129,19350,0.94
41343,46557,0.85
41438,81228,1.0
41822,41752,1.0
41851,87460,1.0
41856,87460,1.0
42380,45329,0.81
43233,38526,1.0
43252,81228,1.0
43446,64728,0.96
43770,25266,1.0
43791,90784,1.0
44064,68258,1.0
44380,46557,0.85
46180,15890,1.0
46751,28853,0.8
47513,86908,1.0
48087,62231,1.0
48088,62231,1.0
49146,8954,1.0
49746,57576,1.0
49877,2048,1.0
49992,86908,1.0
50312,32959,1.0
50322,45940,1.0
50451,44618,0.94
51030,68812,0.94
51657,44263,1.0
52155,60101,1.0
52691,32118,1.0
53358,59097,1.0
53589,61336,0.8
53888,11792,0.8
39058,86906,0.91
39072,86992,0.81
39098,759,0.85
39221,86487,0.85
39224,49764,0.87
39571,35911,1.0
39821,18649,0.88
39950,51697,0.8
40321,86487,0.84
40791,50212,0.91
40884,50212,0.91
41472,3622,0.83
41578,85919,0.93
42322,6160,1.0
43119,56096,0.85
43975,43112,1.0
44069,82157,1.0
45243,63842,0.81
45255,63842,0.81
46707,24462,1.0
47133,39175,1.0
47469,66972,1.0
47476,66972,1.0
47807,18349,0.89
48272,64197,1.0
48553,69526,0.8
50433,75423,0.93
50434,83689,1.0
50534,4994,1.0
51152,10679,1.0
51828,82157,1.0
51888,56442,1.0
51959,33259,0.85
52340,3214,1.0
52341,33037,1.0
52643,39175,1.0
52804,36536,1.0
52982,72693,1.0
53546,93973,1.0
53998,75423,0.93
54446,22273,1.0
57341,55436,0.88
57684,16155,1.0
65190,26204,1.0
67023,76210,1.0
76474,25057,0.89
81831,78988,1.0
83766,26600,0.82
83774,78988,1.0
84445,46482,0.84
84450,46482,0.84
55924,83146,1.0
56285,76237,1.0
57181,76237,1.0
58462,16052,0.82
58654,68120,1.0
59406,55503,0.82
60176,63205,0.86
60648,47029,0.97
61334,59509,1.0
61595,31324,1.0
61999,50526,0.89
62000,50526,0.89
63279,68120,1.0
63566,63205,1.0
63582,31324,0.86
64890,55843,1.0
64896,55843,0.95
65567,28576,0.94
66056,137,0.91
66311,23044,0.84
66311,45155,0.81
66502,92489,1.0
66810,23044,0.84
66881,23044,0.84
67098,23044,0.84
67249,4550,0.82
67260,23044,1.0
67260,89982,1.0
67625,18904,0.91
67642,18904,0.94
67693,37599,0.86
68044,46355,1.0
68074,72584,1.0
68075,72584,0.93
68761,59509,0.89
68850,89982,1.0
68851,89982,1.0
68852,23044,1.0
68852,89982,1.0
69468,94362,1.0
71176,4308,0.92
71214,51663,0.88
71255,23044,0.84
71255,45155,0.81
71603,23044,0.84
71742,27534,1.0
71912,49558,0.85
72261,23044,0.84
72828,53675,1.0
73285,23044,0.84
73584,62320,1.0
74089,80928,0.86
74617,23144,1.0
74863,75841,0.9
75309,75841,1.0
75953,47609,1.0
75998,65164,0.95
76016,49558,1.0
76043,90351,1.0
76587,23044,0.84
77650,23044,0.84
78505,24103,0.94
78698,65674,0.85
79511,86505,0.87
79512,86505,0.87
80990,79436,0.83
81503,79436,0.83
82915,19421,1.0
83088,2512,0.84
83238,18255,0.86
84044,59672,0.89
85046,59672,1.0
85534,90933,0.97
85543,90933,0.87
85660,70945,1.0
5835,64201,0.94
14044,74635,1.0
15240,60298,0.89
15302,3004,1.0
25362,80943,0.86
26407,69958,0.87
29974,48551,1.0
30005,27051,0.92
31830,39407,0.92
54994,27667,0.81
54994,47107,0.83
54994,58443,0.88
54994,78636,0.83
55062,12096,0.87
55294,753,0.81
55294,1527,0.81
55294,12966,0.81
55294,19904,0.81
55294,24204,0.81
55294,27240,0.81
55294,27667,0.81
55294,31361,0.83
55294,40682,0.81
55294,45192,0.81
55294,47107,0.81
55294,51774,0.81
55294,58349,0.81
55294,58443,0.85
